name,wilayah,category
SMA Pah Tsung,Jakarta Barat,sma_smk
SMA Pelita 2,Jakarta Barat,sma_smk
SMA Pelita Anugerah,Jakarta Barat,sma_smk
SMA Pelita IV,Jakarta Barat,sma_smk
SMA Pelita Kasih,Jakarta Barat,sma_smk
SMA Petra,Jakarta Barat,sma_smk
SMA Providentia,Jakarta Barat,sma_smk
SMA Regina Pacis,Jakarta Barat,sma_smk
SMA Saint Johns School,Jakarta Barat,sma_smk
SMA San Marino,Jakarta Barat,sma_smk
SMA Santo Kristoforus 1,Jakarta Barat,sma_smk
SMA Santo Kristoforus 2,Jakarta Barat,sma_smk
SMA Santo Leo,Jakarta Barat,sma_smk
SMA Santo Leo II,Jakarta Barat,sma_smk
SMA Sentosa,Jakarta Barat,sma_smk
SMA Sinar Dharma,Jakarta Barat,sma_smk
SMA Sumpah Pemuda,Jakarta Barat,sma_smk
SMA Tarsisius II,Jakarta Barat,sma_smk
SMA Tri Ratna,Jakarta Barat,sma_smk
SMA Tunas Harapan,Jakarta Barat,sma_smk
SMA Tunas Indonesia,Jakarta Barat,sma_smk
SMA Vianney,Jakarta Barat,sma_smk
SMA Wardaya,Jakarta Barat,sma_smk
SMA Yadika 2,Jakarta Barat,sma_smk
SMA Yadika 5,Jakarta Barat,sma_smk
SMA YP BDN,Jakarta Barat,sma_smk
SMA 17 Agustus 45 Jakarta,Jakarta Selatan,sma_smk
SMA 2 Perguruan Cikini,Jakarta Selatan,sma_smk
SMA 28 Oktober 1928,Jakarta Selatan,sma_smk
SMA Al Azhar Syifa Budi,Jakarta Selatan,sma_smk
SMA Al Kautsar,Jakarta Selatan,sma_smk
SMA Al Wildan 4 Islamic School Jakarta,Jakarta Selatan,sma_smk
SMA Asisi Jakarta,Jakarta Selatan,sma_smk
SMA Avicenna Jagakarsa,Jakarta Selatan,sma_smk
SMA Bakti Idhata Jakarta,Jakarta Selatan,sma_smk
SMA Bakti Mulya 400,Jakarta Selatan,sma_smk
SMA Bunda Kandung Jakarta,Jakarta Selatan,sma_smk
SMA Cenderawasih 1,Jakarta Selatan,sma_smk
SMA Charitas,Jakarta Selatan,sma_smk
SMA Cikal,Jakarta Selatan,sma_smk
SMA Citra Kasih Don Bosco Pondok Indah,Jakarta Selatan,sma_smk
SMA Darul Maarif Jakarta,Jakarta Selatan,sma_smk
SMA Darunnajah,Jakarta Selatan,sma_smk
SMA Dewi Sartika,Jakarta Selatan,sma_smk
SMA Dharma Karya Jakarta,Jakarta Selatan,sma_smk
SMA Eunoia Intercultural School,Jakarta Selatan,sma_smk
SMA Fatahillah Jakarta,Jakarta Selatan,sma_smk
SMA Garuda Cendekia,Jakarta Selatan,sma_smk
SMA Gita Kirtti 3 Jakarta,Jakarta Selatan,sma_smk
SMA Gonzaga Jakarta,Jakarta Selatan,sma_smk
SMA Hang Tuah 1 Jakarta,Jakarta Selatan,sma_smk
SMA International Islamic High School (IIHS),Jakarta Selatan,sma_smk
SMA Islam Al Azhar 1 Jakarta,Jakarta Selatan,sma_smk
SMA Islam Al Azhar 2 Jakarta,Jakarta Selatan,sma_smk
SMA Islam Al Azhar 3 Jakarta,Jakarta Selatan,sma_smk
SMA Islam Al Izhar Pondok Labu,Jakarta Selatan,sma_smk
SMA Islam Al Kholidin Jakarta,Jakarta Selatan,sma_smk
SMA Islam Annajah,Jakarta Selatan,sma_smk
SMA Islam As Syafiiyah 01,Jakarta Selatan,sma_smk
SMA Islam Harapan Ibu,Jakarta Selatan,sma_smk
SMA Jagakarsa,Jakarta Selatan,sma_smk
SMA Jakarta Montessori,Jakarta Selatan,sma_smk
SMA Kartika VIII-1 Jakarta,Jakarta Selatan,sma_smk
SMA Kartika X-1,Jakarta Selatan,sma_smk
SMA Keluarga Widuri Jakarta,Jakarta Selatan,sma_smk
SMA Kemala Bhayangkari 1,Jakarta Selatan,sma_smk
SMA Kharismawita Jakarta,Jakarta Selatan,sma_smk
SMA Labschool Bintaro,Jakarta Selatan,sma_smk
SMA Labschool Kebayoran,Jakarta Selatan,sma_smk
SMA Muhammadiyah 3 Jakarta,Jakarta Selatan,sma_smk
SMA Muhammadiyah 5 Jakarta,Jakarta Selatan,sma_smk
SMA Muhammadiyah 18 Jakarta,Jakarta Selatan,sma_smk
SMA Muttaqien Jakarta,Jakarta Selatan,sma_smk
SMA Pangudi Luhur Jakarta,Jakarta Selatan,sma_smk
SMA Pattimura Jakarta,Jakarta Selatan,sma_smk
SMA Perguruan Cikini Jakarta,Jakarta Selatan,sma_smk
SMA Perguruan Rakyat 1 Jakarta,Jakarta Selatan,sma_smk
SMA Perkumpulan Mandiri,Jakarta Selatan,sma_smk
SMA PGRI 3 Jakarta,Jakarta Selatan,sma_smk
SMA Plus Khadijah Islamic School,Jakarta Selatan,sma_smk
SMA PSKD 4 Jakarta,Jakarta Selatan,sma_smk
SMA Purnama Jakarta,Jakarta Selatan,sma_smk
SMA Suluh Jakarta,Jakarta Selatan,sma_smk
SMA Sumbangsih Jakarta,Jakarta Selatan,sma_smk
SMA Tarakanita 1 Jakarta,Jakarta Selatan,sma_smk
SMA Tirtamarta BPK Penabur,Jakarta Selatan,sma_smk
SMA Triguna Jakarta,Jakarta Selatan,sma_smk
SMA Yasporbi 1 Jakarta,Jakarta Selatan,sma_smk
SMA YMIK 2 Jakarta,Jakarta Selatan,sma_smk
SMA 1 Cawang Baru,Jakarta Timur,sma_smk
SMA Adi Luhur Jakarta,Jakarta Timur,sma_smk
SMA Al Falah,Jakarta Timur,sma_smk
SMA Al Ghurabaa Jakarta,Jakarta Timur,sma_smk
SMA Al Hikmah Jakarta,Jakarta Timur,sma_smk
SMA Al Wildan Islamic School 10 Jakarta,Jakarta Timur,sma_smk
SMA Angkasa 1 H Perdanakusuma,Jakarta Timur,sma_smk
SMA Angkasa 2 H Perdanakusuma,Jakarta Timur,sma_smk
SMA Bina Dharma Jakarta,Jakarta Timur,sma_smk
SMA Bina Pangudi Luhur Jakarta,Jakarta Timur,sma_smk
SMA BPS&K I,Jakarta Timur,sma_smk
SMA Budaya Jakarta,Jakarta Timur,sma_smk
SMA Budhaya 2 St Agustinus,Jakarta Timur,sma_smk
SMA Budhi Warman 1,Jakarta Timur,sma_smk
SMA Budhi Warman 2,Jakarta Timur,sma_smk
SMA Budi Mulia Utama Jakarta,Jakarta Timur,sma_smk
SMA Cahaya Sakti Jakarta,Jakarta Timur,sma_smk
SMA Chartar Buana,Jakarta Timur,sma_smk
SMA Cikal Amri,Jakarta Timur,sma_smk
SMA Corpatarin Jakarta,Jakarta Timur,sma_smk
SMA Dewi Sartika YBW Jakarta,Jakarta Timur,sma_smk
SMA Dian Persada Jakarta,Jakarta Timur,sma_smk
SMA Diponegoro 1 Jakarta,Jakarta Timur,sma_smk
SMA Diponegoro 2 Jakarta,Jakarta Timur,sma_smk
SMA Don Bosco II,Jakarta Timur,sma_smk
SMA Embun Pagi Islamic School,Jakarta Timur,sma_smk
SMA EMIISc Jakarta,Jakarta Timur,sma_smk
SMA Fons Vitae 1 Jakarta,Jakarta Timur,sma_smk
SMA Fransiskus 2 Jakarta,Jakarta Timur,sma_smk
SMA Global Islamic School,Jakarta Timur,sma_smk
SMA Global Mandiri,Jakarta Timur,sma_smk
SMA Highfield,Jakarta Timur,sma_smk
SMA IGN Slamet Riyadi,Jakarta Timur,sma_smk
SMA Islam Al Azhar 19,Jakarta Timur,sma_smk
SMA Islam Al Maruf,Jakarta Timur,sma_smk
SMA Islam PB Soedirman,Jakarta Timur,sma_smk
SMA IT Al Halimiyah Jakarta,Jakarta Timur,sma_smk
SMA IT Buahati Islamic School,Jakarta Timur,sma_smk
SMA Jakarta Islamic School,Jakarta Timur,sma_smk
SMA Kapin,Jakarta Timur,sma_smk
SMA Katolik Nusa Melati,Jakarta Timur,sma_smk
SMA Kristen 7 Penabur,Jakarta Timur,sma_smk
SMA Kristen Berkat Jakarta,Jakarta Timur,sma_smk
SMA Kristen Tunas Bangsa,Jakarta Timur,sma_smk
SMA Labschool Ciracas,Jakarta Timur,sma_smk
SMA Labschool Jakarta,Jakarta Timur,sma_smk
SMA Malahayati,Jakarta Timur,sma_smk
Sma Mardani Leadership School,Jakarta Timur,sma_smk
SMA Minhaajurrosyidiin,Jakarta Timur,sma_smk
SMA Muhammadiyah 11 Jakarta,Jakarta Timur,sma_smk
SMA Muhammadiyah 12 Jakarta,Jakarta Timur,sma_smk
SMA Muhammadiyah 23 Jakarta,Jakarta Timur,sma_smk
SMA Muhammadiyah 4 Jakarta,Jakarta Timur,sma_smk
SMA Nabawi Islamic School,Jakarta Timur,sma_smk
SMA Nahdlatul Wathan,Jakarta Timur,sma_smk
SMA Nizamia Andalusia,Jakarta Timur,sma_smk
SMA Nurul Huda Jakarta,Jakarta Timur,sma_smk
SMA Pangudi Rahayu,Jakarta Timur,sma_smk
SMA Pelita Tiga No 3 Jakarta,Jakarta Timur,sma_smk
SMA Pembangunan III YPI,Jakarta Timur,sma_smk
SMA Perguruan Advent XV,Jakarta Timur,sma_smk
SMA Perguruan Rakyat 2 Jakarta,Jakarta Timur,sma_smk
SMA Perguruan Rakyat 3 Jakarta,Jakarta Timur,sma_smk
SMA PGRI 1 Jakarta,Jakarta Timur,sma_smk
SMA PGRI 24 Jakarta,Jakarta Timur,sma_smk
SMA PGRI 4 Jakarta,Jakarta Timur,sma_smk
SMA PKP,Jakarta Timur,sma_smk
SMA Pratama,Jakarta Timur,sma_smk
SMA Prestasi Prima,Jakarta Timur,sma_smk
SMA PSKD II Jakarta,Jakarta Timur,sma_smk
SMA Pusaka 1 Jakarta,Jakarta Timur,sma_smk
SMA Putra 1,Jakarta Timur,sma_smk
SMA Santika,Jakarta Timur,sma_smk
SMA Santo Yoseph Jakarta,Jakarta Timur,sma_smk
SMA Sapta Kharisma Jakarta,Jakarta Timur,sma_smk
SMA ST Alexius Jakarta,Jakarta Timur,sma_smk
SMA ST Antonius Jakarta,Jakarta Timur,sma_smk
SMA Taruna Persada,Jakarta Timur,sma_smk
SMA Teladan 1 Jakarta,Jakarta Timur,sma_smk
SMA Trampil 2 Jakarta,Jakarta Timur,sma_smk
SMA Trisoko Jakarta,Jakarta Timur,sma_smk
SMA Tunas Markatin Jakarta,Jakarta Timur,sma_smk
SMA Uswatun Hasanah Jakarta,Jakarta Timur,sma_smk
SMA Villa Mas Jakarta,Jakarta Timur,sma_smk
SMA Widya Manggala Jakarta,Jakarta Timur,sma_smk
SMA Wijaya Kusuma,Jakarta Timur,sma_smk
SMA Yake Jakarta,Jakarta Timur,sma_smk
SMA YP IPPI Jakarta,Jakarta Timur,sma_smk
SMK Negeri 1,Jakarta Pusat,sma_smk
SMK Negeri 2,Jakarta Pusat,sma_smk
SMK Negeri 3,Jakarta Pusat,sma_smk
SMK Negeri 4,Jakarta Utara,sma_smk
SMK Negeri 5,Jakarta Timur,sma_smk
SMK Negeri 6,Jakarta Selatan,sma_smk
SMK Negeri 7,Jakarta Timur,sma_smk
SMK Negeri 8,Jakarta Selatan,sma_smk
SMK Negeri 9,Jakarta Barat,sma_smk
SMK Negeri 10,Jakarta Timur,sma_smk
SMK Negeri 11,Jakarta Barat,sma_smk
SMK Negeri 12,Jakarta Utara,sma_smk
SMK Negeri 13,Jakarta Barat,sma_smk
SMK Negeri 14,Jakarta Pusat,sma_smk
SMK Negeri 15,Jakarta Selatan,sma_smk
SMK Negeri 16,Jakarta Pusat,sma_smk
SMK Negeri 17,Jakarta Barat,sma_smk
SMK Negeri 18,Jakarta Selatan,sma_smk
SMK Negeri 19,Jakarta Pusat,sma_smk
SMK Negeri 20,Jakarta Selatan,sma_smk
SMK Negeri 21,Jakarta Pusat,sma_smk
SMK Negeri 22,Jakarta Timur,sma_smk
SMK Negeri 23,Jakarta Utara,sma_smk
SMK Negeri 24,Jakarta Timur,sma_smk
SMK Negeri 25,Jakarta Selatan,sma_smk
SMK Negeri 26,Jakarta Timur,sma_smk
SMK Negeri 27,Jakarta Pusat,sma_smk
SMK Negeri 28,Jakarta Selatan,sma_smk
SMK Negeri 29,Jakarta Selatan,sma_smk
SMK Negeri 30,Jakarta Selatan,sma_smk
SMK Negeri 31,Jakarta Pusat,sma_smk
SMK Negeri 32,Jakarta Selatan,sma_smk
SMK Negeri 33,Jakarta Utara,sma_smk
SMK Negeri 34,Jakarta Pusat,sma_smk
SMK Negeri 35,Jakarta Barat,sma_smk
SMK Negeri 36,Jakarta Utara,sma_smk
SMK Negeri 37,Jakarta Selatan,sma_smk
SMK Negeri 38,Jakarta Pusat,sma_smk
SMK Negeri 39,Jakarta Pusat,sma_smk
SMK Negeri 40,Jakarta Timur,sma_smk
SMK Negeri 41,Jakarta Selatan,sma_smk
SMK Negeri 42,Jakarta Barat,sma_smk
SMK Negeri 43,Jakarta Selatan,sma_smk
SMK Negeri 44,Jakarta Pusat,sma_smk
SMK Negeri 45,Jakarta Barat,sma_smk
SMK Negeri 46,Jakarta Timur,sma_smk
SMK Negeri 47,Jakarta Selatan,sma_smk
SMK Negeri 48,Jakarta Timur,sma_smk
SMK Negeri 49,Jakarta Utara,sma_smk
SMK Negeri 50,Jakarta Timur,sma_smk
SMK Negeri 51,Jakarta Timur,sma_smk
SMK Negeri 52,Jakarta Timur,sma_smk
SMK Negeri 53,Jakarta Barat,sma_smk
SMK Negeri 54,Jakarta Pusat,sma_smk
SMK Negeri 55,Jakarta Utara,sma_smk
SMK Negeri 56,Jakarta Utara,sma_smk
SMK Negeri 57,Jakarta Selatan,sma_smk
SMK Negeri 58,Jakarta Timur,sma_smk
SMK Negeri 59,Jakarta Selatan,sma_smk
SMK Negeri 60,Jakarta Barat,sma_smk
SMK Negeri 61,Kepulauan Seribu,sma_smk
SMK Negeri 62,Jakarta Selatan,sma_smk
SMK Negeri 63,Jakarta Selatan,sma_smk
SMK Negeri 64,Jakarta Timur,sma_smk
SMK Negeri 65,Jakarta Timur,sma_smk
SMK Negeri 66,Jakarta Timur,sma_smk
SMK Negeri 67,Jakarta Timur,sma_smk
SMK Negeri 68,Jakarta Timur,sma_smk
SMK Negeri 69,Jakarta Timur,sma_smk
SMK Negeri 70,Jakarta Timur,sma_smk
SMK Negeri 71,Jakarta Timur,sma_smk
SMK Negeri 72,Jakarta Barat,sma_smk
SMK Negeri 73,Jakarta Barat,sma_smk
SMK Negeri 74,Jakarta Selatan,sma_smk
SMK Al Ihsan,Jakarta Pusat,sma_smk
SMK Al Irsyad,Jakarta Pusat,sma_smk
SMK Al Ma'mur,Jakarta Pusat,sma_smk
SMK At Taqwa,Jakarta Pusat,sma_smk
SMK Bunda Mulia 1,Jakarta Pusat,sma_smk
SMK Cempaka,Jakarta Pusat,sma_smk
SMK Dental Asisten Sekesal Jakarta,Jakarta Pusat,sma_smk
SMK Farmasi BPK Penabur,Jakarta Pusat,sma_smk
SMK Farmasi Ditkesad,Jakarta Pusat,sma_smk
SMK Farmasi Tunas Bangsa,Jakarta Pusat,sma_smk
SMK Franciskus 2,Jakarta Pusat,sma_smk
SMK Global Multimedia,Jakarta Pusat,sma_smk
SMK Jakarta Dua,Jakarta Pusat,sma_smk
SMK Jakarta Pusat 1,Jakarta Pusat,sma_smk
SMK Jayawisata 1,Jakarta Pusat,sma_smk
SMK Kampung Jawa Jakarta,Jakarta Pusat,sma_smk
SMK Kartini,Jakarta Pusat,sma_smk
SMK Katolik Saint Joseph,Jakarta Pusat,sma_smk
SMK Kristen Bethel,Jakarta Pusat,sma_smk
SMK Kristen Kanaan,Jakarta Pusat,sma_smk
SMK Ksatrya,Jakarta Pusat,sma_smk
SMK Muhammadiyah 1 Jakarta,Jakarta Pusat,sma_smk
SMK Muhammadiyah 2 Jakarta,Jakarta Pusat,sma_smk
SMK Muhammadiyah 5 Jakarta,Jakarta Pusat,sma_smk
SMK Muhammadiyah 10 Jakarta,Jakarta Pusat,sma_smk
SMK Muhammadiyah 11 Jakarta,Jakarta Pusat,sma_smk
SMK PGRI 31 Jakarta,Jakarta Pusat,sma_smk
SMK PGRI 4 Jakarta,Jakarta Pusat,sma_smk
SMK Poncol,Jakarta Pusat,sma_smk
SMK PSKD 1 Jakarta,Jakarta Pusat,sma_smk
SMK Rex Mundi,Jakarta Pusat,sma_smk
SMK Said Naum,Jakarta Pusat,sma_smk
SMK Santa Maria,Jakarta Pusat,sma_smk
SMK Santa Theresia,Jakarta Pusat,sma_smk
SMK Santo Paulus,Jakarta Pusat,sma_smk
SMK Strada 1 Jakarta,Jakarta Pusat,sma_smk
SMK Strada Jakarta,Jakarta Pusat,sma_smk
SMK Taman Siswa 1 Jakarta,Jakarta Pusat,sma_smk
SMK Taman Siswa 2 Jakarta,Jakarta Pusat,sma_smk
SMK Taman Siswa 3 Jakarta,Jakarta Pusat,sma_smk
SMK Tunas Harapan,Jakarta Pusat,sma_smk
SMK Yapermas Jakarta,Jakarta Pusat,sma_smk
SMK YP IPPI Petojo,Jakarta Pusat,sma_smk
SMK 11 Maret,Jakarta Utara,sma_smk
SMK Al Irsyad Jakarta,Jakarta Utara,sma_smk
SMK Al Jihad Jakarta,Jakarta Utara,sma_smk
SMK Al Khairiyah 1 Jakarta,Jakarta Utara,sma_smk
SMK Al Khairiyah 2 Jakarta,Jakarta Utara,sma_smk
SMK Al Khairiyah Bahari,Jakarta Utara,sma_smk
SMK Al Miftahiyyah,Jakarta Utara,sma_smk
SMK Al Muttaqin,Jakarta Utara,sma_smk
SMK Ar Raudhah Jakarta,Jakarta Utara,sma_smk
SMK Az Zahrah,Jakarta Utara,sma_smk
SMK Barunawati,Jakarta Utara,sma_smk
SMK Bintang Nusantara,Jakarta Utara,sma_smk
SMK Budi Agung,Jakarta Utara,sma_smk
SMK Cilincing 1 Jakarta,Jakarta Utara,sma_smk
SMK Cilincing 3 Jakarta,Jakarta Utara,sma_smk
SMK Citra Bangsa,Jakarta Utara,sma_smk
SMK Darul Maarif,Jakarta Utara,sma_smk
SMK Dharma Putra 1,Jakarta Utara,sma_smk
SMK Fajar Indah,Jakarta Utara,sma_smk
SMK Genesaret,Jakarta Utara,sma_smk
SMK Gita Kirtti 2 Jakarta,Jakarta Utara,sma_smk
SMK Global 21 Jakarta,Jakarta Utara,sma_smk
SMK Gunung Jati Jakarta,Jakarta Utara,sma_smk
SMK Hang Tuah 1 Jakarta,Jakarta Utara,sma_smk
SMK Hang Tuah 2,Jakarta Utara,sma_smk
SMK Jaya Jakarta,Jakarta Utara,sma_smk
SMK Kasih Ananda,Jakarta Utara,sma_smk
SMK Kencana 1 Jakarta,Jakarta Utara,sma_smk
SMK Kesehatan Global Cendekia,Jakarta Utara,sma_smk
SMK Kristen Harapan Mulia,Jakarta Utara,sma_smk
SMK Lagoa,Jakarta Utara,sma_smk
SMK Media Karya,Jakarta Utara,sma_smk
SMK Muhammadiyah 12,Jakarta Utara,sma_smk
SMK Mutiara 1 Jakarta,Jakarta Utara,sma_smk
SMK Nusantara 1 Jakarta,Jakarta Utara,sma_smk
SMK Nusantara 2 Jakarta,Jakarta Utara,sma_smk
SMK Pangeran Wijayakusuma,Jakarta Utara,sma_smk
SMK Pelayaran Djadajat Jakarta,Jakarta Utara,sma_smk
SMK Pelayaran Jakarta,Jakarta Utara,sma_smk
SMK Pelayaran Jakarta Raya,Jakarta Utara,sma_smk
SMK Pelayaran Jalasena,Jakarta Utara,sma_smk
SMK Pelayaran Malahayati Jakarta,Jakarta Utara,sma_smk
SMK Perguruan Cikini Jakarta,Jakarta Utara,sma_smk
SMK Perintis Nasional Jakarta,Jakarta Utara,sma_smk
SMK Permata Indah,Jakarta Utara,sma_smk
SMK PGRI 3 Jakarta,Jakarta Utara,sma_smk
SMK PGRI 11 Jakarta,Jakarta Utara,sma_smk
SMK PGRI 38 Jakarta,Jakarta Utara,sma_smk
SMK Pluit Raya,Jakarta Utara,sma_smk
SMK PSKD 3 Jakarta,Jakarta Utara,sma_smk
SMK Raudhatul Jannatunnaim,Jakarta Utara,sma_smk
SMK Remaja Pluit,Jakarta Utara,sma_smk
SMK Sari Putra,Jakarta Utara,sma_smk
SMK Sejahtera Jakarta,Jakarta Utara,sma_smk
SMK Siliwangi Jakarta,Jakarta Utara,sma_smk
SMK Sismadi,Jakarta Utara,sma_smk
SMK SPES Patriae,Jakarta Utara,sma_smk
SMK Strada 3 Jakarta,Jakarta Utara,sma_smk
SMK Syahid,Jakarta Utara,sma_smk
SMK Tanjung Priok 1 Jakarta,Jakarta Utara,sma_smk
SMK Tanjung Priok 2 Jakarta,Jakarta Utara,sma_smk
SMK Tridharma Budhidaya,Jakarta Utara,sma_smk
SMK Walang Jaya,Jakarta Utara,sma_smk
SMK Wiyatamandala Bakti Jakarta,Jakarta Utara,sma_smk
SMK Wiyatamandala Jakarta,Jakarta Utara,sma_smk
SMK Yanindo Jakarta,Jakarta Utara,sma_smk
SMK Yappenda Jakarta,Jakarta Utara,sma_smk
SMK Yaspi Jaya,Jakarta Utara,sma_smk
SMK Yusha Jakarta,Jakarta Utara,sma_smk
SMK 1 Barunawati,Jakarta Barat,sma_smk
SMK 1 Citra Adhi Pratama,Jakarta Barat,sma_smk
SMK Ad Dawah,Jakarta Barat,sma_smk
SMK Al Chasanah Jakarta,Jakarta Barat,sma_smk
SMK Al Firdaus,Jakarta Barat,sma_smk
SMK Al Hamidiyah,Jakarta Barat,sma_smk
SMK Al Huda Kebon Jeruk,Jakarta Barat,sma_smk
SMK Al Ihsan Jakarta,Jakarta Barat,sma_smk
SMK Al Mafatih Jakarta,Jakarta Barat,sma_smk
SMK Al Washilah 1 Jakarta,Jakarta Barat,sma_smk
SMK Benteng Gading Jakarta,Jakarta Barat,sma_smk
SMK Bhakti,Jakarta Barat,sma_smk
SMK Bhara Trikora 1 Jakarta,Jakarta Barat,sma_smk
SMK Bina Bangsa,Jakarta Barat,sma_smk
SMK Bina Husada Mandiri,Jakarta Barat,sma_smk
SMK Bina Insan Mandiri,Jakarta Barat,sma_smk
SMK Bina Insan Nusantara,Jakarta Barat,sma_smk
SMK Bina Karya Jakarta,Jakarta Barat,sma_smk
SMK Budi Murni 2,Jakarta Barat,sma_smk
SMK Bunda Mulia,Jakarta Barat,sma_smk
SMK Cahaya Prima,Jakarta Barat,sma_smk
SMK Candra Naya,Jakarta Barat,sma_smk
SMK Cengkareng 1,Jakarta Barat,sma_smk
SMK Cengkareng 2,Jakarta Barat,sma_smk
SMK Cengkareng Jakarta,Jakarta Barat,sma_smk
SMK Cindera Mata Indah Jakarta,Jakarta Barat,sma_smk
SMK Cinta Kasih Tzu Chi,Jakarta Barat,sma_smk
SMK Citra Utama,Jakarta Barat,sma_smk
SMK Dewi Sartika,Jakarta Barat,sma_smk
SMK Dhamma Savana Jakarta,Jakarta Barat,sma_smk
SMK Dian Jakarta,Jakarta Barat,sma_smk
SMK Didaktika,Jakarta Barat,sma_smk
SMK Duta Bangsa Jakarta,Jakarta Barat,sma_smk
SMK Duta Mas Jakarta,Jakarta Barat,sma_smk
SMK Eka Sakti,Jakarta Barat,sma_smk
SMK Era Pembangunan 3,Jakarta Barat,sma_smk
SMK Global Persada,Jakarta Barat,sma_smk
SMK Harapan Jaya,Jakarta Barat,sma_smk
SMK Harapan Raya,Jakarta Barat,sma_smk
SMK Harvard Jakarta,Jakarta Barat,sma_smk
SMK Ibu Pertiwi 1 Jakarta,Jakarta Barat,sma_smk
SMK Ibu Pertiwi 2 Jakarta,Jakarta Barat,sma_smk
SMK Insan Aqilah 4,Jakarta Barat,sma_smk
SMK Insan Cendikia,Jakarta Barat,sma_smk
SMK Insan Cita,Jakarta Barat,sma_smk
SMK Insan Global,Jakarta Barat,sma_smk
SMK IP Yakin,Jakarta Barat,sma_smk
SMK Islam Assaadatul Abadiyah Jakarta,Jakarta Barat,sma_smk
SMK Islam Bahagia,Jakarta Barat,sma_smk
SMK Islam Fatahillah Jakarta,Jakarta Barat,sma_smk
SMK Islam Perti Jakarta,Jakarta Barat,sma_smk
SMK Jakarta 1,Jakarta Barat,sma_smk
SMK Jakarta Barat 1,Jakarta Barat,sma_smk
SMK Jakarta III,Jakarta Barat,sma_smk
SMK Jakarta IV,Jakarta Barat,sma_smk
SMK Josua Jakarta,Jakarta Barat,sma_smk
SMK Kartika X 1,Jakarta Barat,sma_smk
SMK Kasih Anugerah,Jakarta Barat,sma_smk
SMK Kebon Jeruk Jakarta,Jakarta Barat,sma_smk
SMK Kebudayaan,Jakarta Barat,sma_smk
SMK Kesatuan,Jakarta Barat,sma_smk
SMK Kristen Cendrawasih,Jakarta Barat,sma_smk
SMK Kristen Pancaran Berkat,Jakarta Barat,sma_smk
SMK Kristen Rahmani,Jakarta Barat,sma_smk
SMK Lamaholot Jakarta,Jakarta Barat,sma_smk
SMK Maarif Jakarta,Jakarta Barat,sma_smk
SMK Muhammadiyah 3 Jakarta,Jakarta Barat,sma_smk
SMK Muhammadiyah 4 Jakarta,Jakarta Barat,sma_smk
SMK Muhammadiyah 13 Jakarta,Jakarta Barat,sma_smk
SMK Multimedia Mandiri,Jakarta Barat,sma_smk
SMK Mutiara Bangsa,Jakarta Barat,sma_smk
SMK Mutiara Bangsa 3,Jakarta Barat,sma_smk
SMK Nusantara,Jakarta Barat,sma_smk
SMK Padindi,Jakarta Barat,sma_smk
SMK Pariwisata Sumbangsih,Jakarta Barat,sma_smk
SMK Patmos,Jakarta Barat,sma_smk
SMK Patriot Nusantara,Jakarta Barat,sma_smk
SMK Pelita IV,Jakarta Barat,sma_smk
SMK Pembangun Generasi Emas,Jakarta Barat,sma_smk
SMK Permata Bunda I Jakarta,Jakarta Barat,sma_smk
SMK Permata Dunia,Jakarta Barat,sma_smk
SMK PGRI 2 Jakarta,Jakarta Barat,sma_smk
SMK PGRI 5 Jakarta,Jakarta Barat,sma_smk
SMK PGRI 24 Jakarta,Jakarta Barat,sma_smk
SMK PGRI 29 Jakarta,Jakarta Barat,sma_smk
SMK PGRI 35 Jakarta,Jakarta Barat,sma_smk
SMK PGRI 36 Jakarta,Jakarta Barat,sma_smk
SMK  Prima Wisata,Jakarta Barat,sma_smk
SMK  Putra Mandiri,Jakarta Barat,sma_smk
SMK Putra Nusantara,Jakarta Barat,sma_smk
SMK Reformasi,Jakarta Barat,sma_smk
SMK Santo Leo,Jakarta Barat,sma_smk
SMK Satria Jakarta,Jakarta Barat,sma_smk
SMK Sentosa,Jakarta Barat,sma_smk
SMK Setia Gama,Jakarta Barat,sma_smk
SMK Strada II Jakarta,Jakarta Barat,sma_smk
SMK Sumpah Pemuda,Jakarta Barat,sma_smk
SMK Taman Sakti Jakarta,Jakarta Barat,sma_smk
SMK Tanjung Jakarta,Jakarta Barat,sma_smk
SMK Teladan Jakarta,Jakarta Barat,sma_smk
SMK Telkom Sandhy Putra Jakarta,Jakarta Barat,sma_smk
SMK Tomang Raya,Jakarta Barat,sma_smk
SMK Tri Arga 2,Jakarta Barat,sma_smk
SMK Tri Ratna Jakarta,Jakarta Barat,sma_smk
SMK Tunas Harapan,Jakarta Barat,sma_smk
SMK Widya Patria 2,Jakarta Barat,sma_smk
SMK Wiyata Satya,Jakarta Barat,sma_smk
SMK Yadika 1 Jakarta,Jakarta Barat,sma_smk
SMK Yadika 2 Jakarta,Jakarta Barat,sma_smk
SMK Yadika 3 Jakarta,Jakarta Barat,sma_smk
SMK Yandika,Jakarta Barat,sma_smk
SMK YMIK Jakarta,Jakarta Barat,sma_smk
SMK 10 Nopember,Jakarta Selatan,sma_smk
SMK 17 Agustus 1945 2 Jakarta,Jakarta Selatan,sma_smk
SMK 28 Oktober 1928 1,Jakarta Selatan,sma_smk
SMK 28 Oktober 1928 2,Jakarta Selatan,sma_smk
SMK 3 Perguruan Cikini,Jakarta Selatan,sma_smk
SMK Al Fajar Jakarta,Jakarta Selatan,sma_smk
