name,wilayah,category,KELURAHAN_REF,KECAMATAN_REF,KODEPOS_REF,STATUS
Museum Basoeki Abdullah,Jakarta Selatan,museum,,,,Not_Found
Museum Batik Indonesia,Jakarta Timur,museum,Ceger,,13890.0,OSM_Success
Museum Benda-Benda Alkitab Yerushalayim,Jakarta Utara,museum,,,,Not_Found
Museum Betawi,Jakarta Selatan,museum,Srengseng Sawah,,12640.0,OSM_Success
Museum BNI 1946,Jakarta Barat,museum,Pinangsia,,11110.0,OSM_Success
Museum Ciputra Artpreneur,Jakarta Selatan,museum,,,,Not_Found
Museum Dharma Bhakti Kostrad,Jakarta Pusat,museum,,,,Not_Found
Museum di Tengah Kebun,Jakarta Selatan,museum,Bangka,,12730.0,OSM_Success
Museum DPR RI,Jakarta Pusat,museum,,,,Not_Found
Museum Fauna Indonesia â€œKomodoâ€ dan Taman Reptilia,Jakarta Timur,museum,,,,Not_Found
Museum FKUI-Indonesia Museum of Health and Medicine,Jakarta Pusat,museum,,,,Not_Found
Museum Graha Widya Patra (Minyak dan Gas Bumi),Jakarta Timur,museum,,,,Not_Found
Museum Hakka Indonesia,Jakarta Timur,museum,Cipayung,,13890.0,OSM_Success
Museum Harry Darsono,Jakarta Selatan,museum,Cilandak Barat,,12710.0,OSM_Success
Museum Indonesia,Jakarta Timur,museum,Cipayung,,13560.0,OSM_Success
Museum Jenderal Besar Dr. A.H. Nasution,Jakarta Pusat,museum,Gondangdia,,10350.0,OSM_Success
Museum Joang â€˜45,Jakarta Pusat,museum,,,,Not_Found
Museum Katedral,Jakarta Pusat,museum,,,,Not_Found
Museum Kebangkitan Nasional,Jakarta Pusat,museum,Senen,,10410.0,OSM_Success
Museum Kehutanan â€œIr. Djamaludin Suryohadikusumoâ€,Jakarta Pusat,museum,,,,Not_Found
Museum Keprajuritan,Jakarta Timur,museum,Ceger,,13890.0,OSM_Success
Museum Korps Marinir Jakarta,Jakarta Pusat,museum,,,,Not_Found
Museum Layang-Layang,Jakarta Selatan,museum,Pondok Labu,,12450.0,OSM_Success
Museum Listrik dan Energi Baru,Jakarta Timur,museum,Cipayung,,13890.0,OSM_Success
Museum MACAN (Modern and Contemporary Art in Nusantara),Jakarta Barat,museum,,,,Not_Found
Museum Mandiri,Jakarta Barat,museum,Pinangsia,,11110.0,OSM_Success
Museum Maritim Indonesia,Jakarta Utara,museum,,,,Not_Found
Museum M.H. Thamrin,Jakarta Pusat,museum,,,,Not_Found
Museum Nasional Indonesia,Jakarta Pusat,museum,,,,Not_Found
Museum Olahraga Nasional,Jakarta Timur,museum,,,,Not_Found
Museum Pemadam Kebakaran,Jakarta Timur,museum,,,,Not_Found
Museum Penerangan,Jakarta Timur,museum,Cipayung,,13810.0,OSM_Success
Museum Perumusan Naskah Proklamasi,Jakarta Pusat,museum,Menteng,,10310.0,OSM_Success
Museum POLRI,Jakarta Selatan,museum,Selong,,12130.0,OSM_Success
Museum Prangko,Jakarta Timur,museum,,,,Not_Found
Museum Prasasti,Jakarta Pusat,museum,Petojo Selatan,,10320.0,OSM_Success
Museum Purna Bhakti Pertiwi,Jakarta Timur,museum,Cipayung,,13240.0,OSM_Success
Museum Pusaka,Jakarta Timur,museum,Ceger,,13890.0,OSM_Success
Museum Santa Maria Juanda,Jakarta Pusat,museum,,,,Not_Found
Museum Sasmitaloka Pahlawan Revolusi Jenderal TNI A. Yani,Jakarta Pusat,museum,,,,Not_Found
Museum Satria Mandala,Jakarta Selatan,museum,Kuningan Barat,,,OSM_Success
Museum Sejarah Jakarta (Museum Fatahillah),Jakarta Barat,museum,Pinangsia,,11110.0,OSM_Success
Museum Seni Rupa dan Keramik,Jakarta Barat,museum,Pinangsia,,11110.0,OSM_Success
Museum Serangga,Jakarta Timur,museum,Ceger,,13890.0,OSM_Success
Museum Sumpah Pemuda,Jakarta Pusat,museum,Kwitang,,10420.0,OSM_Success
Museum Tekstil,Jakarta Barat,museum,Kota Bambu Selatan,,10230.0,OSM_Success
Museum Timor Timur,Jakarta Timur,museum,,,,Not_Found
Museum Tragedi 12 Mei â€™98 Universitas Trisakti,Jakarta Barat,museum,,,,Not_Found
Museum Transportasi,Jakarta Timur,museum,Cipayung,,13890.0,OSM_Success
Museum Wayang,Jakarta Barat,museum,Pinangsia,,11110.0,OSM_Success
Pusat Peragaan IPTEK,Jakarta Timur,museum,,,,Not_Found
Museum Benyamin Suaeb,Jakarta Timur,museum,,,,Not_Found
Museum Pencak Silat,Jakarta Timur,museum,,,,Not_Found
Museum Reksa Artha,Jakarta Selatan,museum,,,,Not_Found
Diorama Sejarah Perjalanan Bangsa,Jakarta Selatan,museum,,,,Not_Found
Museum Waspada Purbawisesa,Jakarta Selatan,museum,Kuningan Barat,,12710.0,OSM_Success
Museum Anti Narkotika Pranidha Ranajaya Ghanavara,Jakarta Timur,museum,,,,Not_Found
Toeti Heraty Museum (Cemara 6 Galeri),Jakarta Pusat,museum,,,,Not_Found
Roemah Toegoe,Jakarta Utara,museum,,,,Not_Found
Magic Art 3D Museum Jakarta,Jakarta Barat,museum,,,,Not_Found
Galeria Sophilia Fine Art Center,Jakarta Utara,museum,,,,Not_Found
RSUD Cengkareng,Jakarta Barat,rumah_sakit,Cengkareng Timur,,11730.0,OSM_Success
RSUD Kembangan,Jakarta Barat,rumah_sakit,Meruya Utara,,11630,OSM_Success_Recovered
RSUD Kalideres,Jakarta Barat,rumah_sakit,Kalideres,,11840.0,OSM_Success
RSUD Taman Sari,Jakarta Barat,rumah_sakit,Mangga Besar,,11180.0,OSM_Success
RS Cendana,Jakarta Barat,rumah_sakit,Kamal Muara,,14470,OSM_Success_Recovered
RS Ciputra Citragarden,Jakarta Barat,rumah_sakit,Pegadungan,,11810.0,OSM_Success
RS Dharmais,Jakarta Barat,rumah_sakit,Kota Bambu Selatan,,11420,OSM_Success_Recovered
RS dr. Soeharto Heerjan,Jakarta Barat,rumah_sakit,,,,Not_Found
RS Hermina Daan Mogot,Jakarta Barat,rumah_sakit,Kalideres,,11840.0,OSM_Success
RS Jakarta Eye Center Kedoya,Jakarta Barat,rumah_sakit,Kedoya Selatan,,11520,OSM_Success_Recovered
RS Mitra Keluarga Kalideres,Jakarta Barat,rumah_sakit,Kalideres,,11840.0,OSM_Success
RS Pelni Petamburan,Jakarta Barat,rumah_sakit,Palmerah,,10260.0,OSM_Success
RS Pendidikan Ukrida,Jakarta Barat,rumah_sakit,,,,Not_Found
RS Siloam Kebon Jeruk,Jakarta Barat,rumah_sakit,Kebon Jeruk,,11530.0,OSM_Success
RS Anggrek Mas,Jakarta Barat,rumah_sakit,Kelapa Dua,,11530.0,OSM_Success
RSIA Aries,Jakarta Barat,rumah_sakit,Tanah Sereal,,11210.0,OSM_Success
RSIA Harapan Kita,Jakarta Barat,rumah_sakit,,,,Not_Found
RSIA Ibnu Sina,Jakarta Barat,rumah_sakit,,,,Not_Found
RSIA Metro Hospitals Kebon Jeruk,Jakarta Barat,rumah_sakit,,,,Not_Found
RSU Bhakti Mulia,Jakarta Barat,rumah_sakit,Bintaro,,12320,OSM_Success_Recovered
RSU Graha Kedoya,Jakarta Barat,rumah_sakit,,,,Not_Found
RSU Manuela,Jakarta Barat,rumah_sakit,,,,Not_Found
RSU Medika Permata Hijau,Jakarta Barat,rumah_sakit,,,,Not_Found
RSU Patria Jakarta,Jakarta Barat,rumah_sakit,Palmerah,,11480.0,OSM_Success
RSU Pondok Indah â€“ Puri Indah,Jakarta Barat,rumah_sakit,,,,Not_Found
RSU Puri Mandiri Kedoya,Jakarta Barat,rumah_sakit,,,,Not_Found
RSU Royal Taruma,Jakarta Barat,rumah_sakit,Tanjung Duren Utara,,11450.0,OSM_Success
RSU Sumber Waras,Jakarta Barat,rumah_sakit,Tomang,,11440.0,OSM_Success
RSUD Cempakaputih,Jakarta Pusat,rumah_sakit,,,,Not_Found
RSUD Joharbaru,Jakarta Pusat,rumah_sakit,,,,Not_Found
RSUD Kemayoran,Jakarta Pusat,rumah_sakit,Serdang,,10640.0,OSM_Success
RSUD Sawahbesar,Jakarta Pusat,rumah_sakit,,,,Not_Found
RSUD Tanahabang,Jakarta Pusat,rumah_sakit,,,,Not_Found
RSUD Tarakan Jakarta,Jakarta Pusat,rumah_sakit,Cideng,,10150.0,OSM_Success
RSAL dr. Mintohardjo,Jakarta Pusat,rumah_sakit,Bendungan Hilir,,10210.0,OSM_Success
RS Abdi Waluyo,Jakarta Pusat,rumah_sakit,Gondangdia,,10350.0,OSM_Success
RS Bina Estetika,Jakarta Pusat,rumah_sakit,Menteng,,10310,OSM_Success_Recovered
RS Dharma Jaya,Jakarta Pusat,rumah_sakit,Gunung Sahari Utara,,,OSM_Success_Recovered
RS Dharma Sakti,Jakarta Pusat,rumah_sakit,Glodok,,11120,OSM_Success_Recovered
RS FKG Universitas Indonesia,Jakarta Pusat,rumah_sakit,,,,Not_Found
RS Hermina Kemayoran,Jakarta Pusat,rumah_sakit,Gunung Sahari Selatan,,10620.0,OSM_Success
RS Husada,Jakarta Pusat,rumah_sakit,Mangga Dua Selatan,,10740.0,OSM_Success
RS Islam Jakarta,Jakarta Pusat,rumah_sakit,Cempaka Putih Timur,,10510.0,OSM_Success
RS Jakarta Eye Center Menteng,Jakarta Pusat,rumah_sakit,,,,Not_Found
RS Kramat Lima,Jakarta Pusat,rumah_sakit,,,,Not_Found
RS Kramat 128,Jakarta Pusat,rumah_sakit,Kenari,,10420.0,OSM_Success
RS Menteng Mitra Afia,Jakarta Pusat,rumah_sakit,Kebon Sirih,,10340.0,OSM_Success
RS Mitra Keluarga Kemayoran,Jakarta Pusat,rumah_sakit,Kebon Kosong,,10630.0,OSM_Success
RS Murni Teguh Sudirman,Jakarta Pusat,rumah_sakit,Karet Tengsin,,10220,OSM_Success_Recovered
RS Panti Raharja,Jakarta Pusat,rumah_sakit,,,,Not_Found
RS Pertamina Jaya,Jakarta Pusat,rumah_sakit,Cempaka Putih Timur,,10540.0,OSM_Success
RS Primaya PGI Cikini,Jakarta Pusat,rumah_sakit,Cikini,,10330.0,OSM_Success
RS Primaya Evasari,Jakarta Pusat,rumah_sakit,Rawasari,,10440.0,OSM_Success
RS Prof. dr. Nizar,Jakarta Pusat,rumah_sakit,,,,Not_Found
RS Proklamasi,Jakarta Pusat,rumah_sakit,Pegangsaan,,10320.0,OSM_Success
RS Radjak Salemba,Jakarta Pusat,rumah_sakit,Paseban,,10440.0,OSM_Success
RS RE. Martadinata,Jakarta Pusat,rumah_sakit,Merdeka,,40114,OSM_Success_Recovered
RS Sahid Sahirman,Jakarta Pusat,rumah_sakit,,,,Not_Found
RS Salemba Satu,Jakarta Pusat,rumah_sakit,,,,Not_Found
RS Sint Carolus,Jakarta Pusat,rumah_sakit,Paseban,,10440,OSM_Success_Recovered
RS Yarsi Jakarta,Jakarta Pusat,rumah_sakit,Cempaka Putih Timur,,10640.0,OSM_Success
RSIA Angkasa,Jakarta Pusat,rumah_sakit,Kebon Kosong,,,OSM_Success_Recovered
RSIA Berkat Ibu,Jakarta Pusat,rumah_sakit,,,,Not_Found
RSIA Budi Kemuliaan,Jakarta Pusat,rumah_sakit,Gambir,,10110,OSM_Success_Recovered
RSIA Bunda Jakarta,Jakarta Pusat,rumah_sakit,Menteng,,10350.0,OSM_Success
RSIA Tambak,Jakarta Pusat,rumah_sakit,Pegangsaan,,10320.0,OSM_Success
RSIA YPK Mandiri,Jakarta Pusat,rumah_sakit,,,,Not_Found
RSPAD Gatot Soebroto,Jakarta Pusat,rumah_sakit,Senen,,10410.0,OSM_Success
RSUPN dr. Cipto Mangunkusumo,Jakarta Pusat,rumah_sakit,,,,Not_Found
RSUD Jagakarsa,Jakarta Selatan,rumah_sakit,Jagakarsa,,12620.0,OSM_Success
RSUD Jati Padang,Jakarta Selatan,rumah_sakit,Pasar Minggu,,13530.0,OSM_Success
RSUD Kebayoran Baru,Jakarta Selatan,rumah_sakit,Cipete Utara,,12150.0,OSM_Success
RSUD Kebayoran Lama,Jakarta Selatan,rumah_sakit,Kebayoran Lama Selatan,,12240.0,OSM_Success
RSUD Mampang Prapatan,Jakarta Selatan,rumah_sakit,Mampang Prapatan,,17431.0,OSM_Success
RSUD Pasar Minggu,Jakarta Selatan,rumah_sakit,Ragunan,,12560.0,OSM_Success
RSUD Pesanggrahan,Jakarta Selatan,rumah_sakit,Pesanggrahan,,12320.0,OSM_Success
RSUD Tebet,Jakarta Selatan,rumah_sakit,Tebet Barat,,12810.0,OSM_Success
RS Agung,Jakarta Selatan,rumah_sakit,Pasar Manggis,,12850.0,OSM_Success
RS Ali Sibroh Malisi,Jakarta Selatan,rumah_sakit,Ciganjur,,16431.0,OSM_Success
RS Aulia Jakarta,Jakarta Selatan,rumah_sakit,Jagakarsa,,12620.0,OSM_Success
RS Avisena,Jakarta Selatan,rumah_sakit,Ulujami,,12250,OSM_Success_Recovered
RS Bhayangkara Sespimma,Jakarta Selatan,rumah_sakit,,,,Not_Found
RS Brawijaya Duren Tiga,Jakarta Selatan,rumah_sakit,Pancoran,,12760,OSM_Success_Recovered
RS Brawijaya Jakarta,Jakarta Selatan,rumah_sakit,Tebet Barat,,12860.0,OSM_Success
RS Dharmawangsa,Jakarta Selatan,rumah_sakit,Pulo,,12150.0,OSM_Success
RS dr. Suyoto Pusrehab Kemhan,Jakarta Selatan,rumah_sakit,,,,Not_Found
RS Gandaria,Jakarta Selatan,rumah_sakit,Kramat Pela,,12120.0,OSM_Success
RS Halimun,Jakarta Selatan,rumah_sakit,Guntur,,12980,OSM_Success_Recovered
RS Harapan Kartini,Jakarta Selatan,rumah_sakit,Cilandak Timur,,12610.0,OSM_Success
RS Indah Medika,Jakarta Selatan,rumah_sakit,,,,Not_Found
RS Jakarta,Jakarta Selatan,rumah_sakit,Kalibata,,12510.0,OSM_Success
RS Jakarta Medical Center,Jakarta Selatan,rumah_sakit,Kalibata,,12510.0,OSM_Success
RS Marinir Cilandak,Jakarta Selatan,rumah_sakit,Cilandak Timur,,12610.0,OSM_Success
RS Mayapada Jakarta,Jakarta Selatan,rumah_sakit,Karet Kuningan,,12940.0,OSM_Success
RS Mayapada Kuningan,Jakarta Selatan,rumah_sakit,Karet Kuningan,,12940.0,OSM_Success
RS Medistra,Jakarta Selatan,rumah_sakit,Kuningan Timur,,17431.0,OSM_Success
RS MMC Jakarta,Jakarta Selatan,rumah_sakit,Karet Kuningan,,12960.0,OSM_Success
RS Muhammadiyah Taman Puring,Jakarta Selatan,rumah_sakit,Kramat Pela,,12120.0,OSM_Success
RS Petukangan,Jakarta Selatan,rumah_sakit,Petukangan Selatan,,12260.0,OSM_Success
RS Pondok Indah,Jakarta Selatan,rumah_sakit,Pondok Pinang,,12310.0,OSM_Success
RS Prikasih,Jakarta Selatan,rumah_sakit,Pondok Labu,,12450.0,OSM_Success
RS Prof. dr. Moestopo,Jakarta Selatan,rumah_sakit,Gelora,,10270,OSM_Success_Recovered
RS Pusat Pertamina,Jakarta Selatan,rumah_sakit,Gunung,,12120.0,OSM_Success
RS Setia Mitra,Jakarta Selatan,rumah_sakit,Cilandak Barat,,12430.0,OSM_Success
RS Siaga Raya,Jakarta Selatan,rumah_sakit,Pejaten Barat,,12510.0,OSM_Success
RS Siloam Asri,Jakarta Selatan,rumah_sakit,Duren Tiga,,12760.0,OSM_Success
RS Siloam Semanggi,Jakarta Selatan,rumah_sakit,Karet Semanggi,,12930,OSM_Success_Recovered
RS Siloam TB Simatupang,Jakarta Selatan,rumah_sakit,Cilandak Barat,,12430.0,OSM_Success
RS Tebet,Jakarta Selatan,rumah_sakit,Tebet Barat,,12770.0,OSM_Success
RS Tria Dipa,Jakarta Selatan,rumah_sakit,Pancoran,,12780.0,OSM_Success
RS Yadika Kebayoran Lama,Jakarta Selatan,rumah_sakit,Kebayoran Lama Selatan,,12240.0,OSM_Success
RSIA Andhika,Jakarta Selatan,rumah_sakit,,,,Not_Found
RSIA Asih,Jakarta Selatan,rumah_sakit,Melawai,,12160.0,OSM_Success
RSIA Budhi Jaya,Jakarta Selatan,rumah_sakit,,,,Not_Found
RSIA Kartini,Jakarta Selatan,rumah_sakit,Kartini,,,OSM_Success_Recovered
RSIA Kemang Medical Care,Jakarta Selatan,rumah_sakit,,,,Not_Found
RSIA Panti Nugeraha,Jakarta Selatan,rumah_sakit,,,,Not_Found
RSU Zahirah,Jakarta Selatan,rumah_sakit,,,,Not_Found
RSUP Fatmawati,Jakarta Selatan,rumah_sakit,Cilandak Barat,,12430.0,OSM_Success
RSUD Budhi Asih,Jakarta Timur,rumah_sakit,Cawang,,13640.0,OSM_Success
RSUD Cipayung,Jakarta Timur,rumah_sakit,Bambu Apus,,13890.0,OSM_Success
RSUD Ciracas,Jakarta Timur,rumah_sakit,Cibubur,,13730.0,OSM_Success
RSUD Kramatjati,Jakarta Timur,rumah_sakit,,,,Not_Found
RSUD Matraman,Jakarta Timur,rumah_sakit,Matraman,,13130.0,OSM_Success
RSUD Pasar Rebo,Jakarta Timur,rumah_sakit,Gedong,,13670.0,OSM_Success
RS Adhyaksa,Jakarta Timur,rumah_sakit,Ceger,,13820.0,OSM_Success
RS Admira,Jakarta Timur,rumah_sakit,,,,Not_Found
RS Al-Fauzan,Jakarta Timur,rumah_sakit,Tanjung Barat,,13770,OSM_Success_Recovered
RS Antam Medika,Jakarta Timur,rumah_sakit,Jati,,13210.0,OSM_Success
RS Bedah Rawamangun,Jakarta Timur,rumah_sakit,,,,Not_Found
RS Bhayangkara Raden Said Sukanto,Jakarta Timur,rumah_sakit,Kramat Jati,,13510.0,OSM_Success
RS Bina Waluya,Jakarta Timur,rumah_sakit,,,,Not_Found
RS Columbia Asia Pulomas,Jakarta Timur,rumah_sakit,Pulo Gadung,,13210,OSM_Success_Recovered
RS Dharma Nugraha,Jakarta Timur,rumah_sakit,Pulo Gadung,,13220.0,OSM_Success
RS dr. Esnawan Antariksa,Jakarta Timur,rumah_sakit,Halim Perdana Kusuma,,13620.0,OSM_Success
RS dr. Euis,Jakarta Timur,rumah_sakit,Pondok Kelapa,,17412,OSM_Success_Recovered
RS Duren Sawit,Jakarta Timur,rumah_sakit,Malaka Jaya,,13460.0,OSM_Success
RS Haji Jakarta,Jakarta Timur,rumah_sakit,Pinang Ranti,,13560.0,OSM_Success
RS Harapan Bunda,Jakarta Timur,rumah_sakit,Gedong,,13670.0,OSM_Success
RS Harapan Jayakarta,Jakarta Timur,rumah_sakit,Jatinegara,,10710.0,OSM_Success
RS Harum Sisma Medika,Jakarta Timur,rumah_sakit,Cipinang Melayu,,13430.0,OSM_Success
RS Hermina Jatinegara,Jakarta Timur,rumah_sakit,Kampung Melayu,,13320.0,OSM_Success
RS Islam Jakarta Pondokkopi,Jakarta Timur,rumah_sakit,,,,Not_Found
RS Islam Klender,Jakarta Timur,rumah_sakit,Klender,,13470,OSM_Success_Recovered
RS Jantung Jakarta,Jakarta Timur,rumah_sakit,Palmeriam,,13140.0,OSM_Success
RS Kartika Pulomas,Jakarta Timur,rumah_sakit,Kayu Putih,,13210.0,OSM_Success
RS Kesdam Jaya,Jakarta Timur,rumah_sakit,Gedong,,13770.0,OSM_Success
RS Ketergantungan Obat,Jakarta Timur,rumah_sakit,Cibubur,,13730,OSM_Success_Recovered
RS Mediros,Jakarta Timur,rumah_sakit,Pulo Gadung,,13260.0,OSM_Success
RS Ridwan Meuraksa,Jakarta Timur,rumah_sakit,Pinang Ranti,,13550.0,OSM_Success
RS Olahraga Nasional,Jakarta Timur,rumah_sakit,Gelora,,10270,OSM_Success_Recovered
RS Omni Pulomas,Jakarta Timur,rumah_sakit,,,,Not_Found
RS Pengayoman Cipinang,Jakarta Timur,rumah_sakit,Cipinang Besar Utara,,13230.0,OSM_Success
RS Premier Jatinegara,Jakarta Timur,rumah_sakit,Bali Mester,,13310.0,OSM_Success
RSPON dr. Mahar Mardjono,Jakarta Timur,rumah_sakit,Cawang,,13340.0,OSM_Success
RS Pusdikkes,Jakarta Timur,rumah_sakit,Kramat Jati,,13510.0,OSM_Success
RS SMEC Jakarta,Jakarta Timur,rumah_sakit,Menteng Dalam,,12870,OSM_Success_Recovered
RS Universitas Kristen Indonesia,Jakarta Timur,rumah_sakit,Cawang,,13630,OSM_Success_Recovered
RS Yadika Pondokbambu,Jakarta Timur,rumah_sakit,,,,Not_Found
RSIA Alvernia Agusta,Jakarta Timur,rumah_sakit,,,,Not_Found
RSIA Bunda Aliyah Pondokbambu,Jakarta Timur,rumah_sakit,,,,Not_Found
RSIA El-Shama,Jakarta Timur,rumah_sakit,,,,Not_Found
RSIA Restu Kasih,Jakarta Timur,rumah_sakit,Kramat Jati,,13640.0,OSM_Success
RSIA Sammrie Basra,Jakarta Timur,rumah_sakit,,,,Not_Found
RSIA Sayyida,Jakarta Timur,rumah_sakit,,,,Not_Found
RSUP Persahabatan,Jakarta Timur,rumah_sakit,Pisangan Timur,,13230.0,OSM_Success
RSUD Cilincing,Jakarta Utara,rumah_sakit,Semper Timur,,14130.0,OSM_Success
RSUD Koja,Jakarta Utara,rumah_sakit,Koja,,14220.0,OSM_Success
RSUD Pademangan,Jakarta Utara,rumah_sakit,Pademangan Barat,,14420.0,OSM_Success
RSUD Tanjungpriok,Jakarta Utara,rumah_sakit,,,,Not_Found
RSUD Tugu Koja,Jakarta Utara,rumah_sakit,Tugu Utara,,14260.0,OSM_Success
RS Atma Jaya,Jakarta Utara,rumah_sakit,Penjaringan,,14430.0,OSM_Success
RS Darurat Wisma Atlet,Jakarta Utara,rumah_sakit,,,,Not_Found
RS Duta Indah,Jakarta Utara,rumah_sakit,Pejagalan,,14450.0,OSM_Success
RS Hermina Podomoro,Jakarta Utara,rumah_sakit,Sunter Agung,,14350.0,OSM_Success
RS Islam Jakarta Sukapura,Jakarta Utara,rumah_sakit,Sukapura,,14140.0,OSM_Success
RS Mitra Keluarga Kelapagading,Jakarta Utara,rumah_sakit,,,,Not_Found
RS Primasana,Jakarta Utara,rumah_sakit,Kebon Bawang,,14320,OSM_Success_Recovered
RS dr. Sulianti Saroso,Jakarta Utara,rumah_sakit,Papanggo,,14340.0,OSM_Success
RS Royal Progress,Jakarta Utara,rumah_sakit,Sunter Agung,,14350.0,OSM_Success
RSIA Family,Jakarta Utara,rumah_sakit,Pejagalan,,14450.0,OSM_Success
RSIA Grand Family,Jakarta Utara,rumah_sakit,Kamal Muara,,14470.0,OSM_Success
RSIA Santo Yusuf,Jakarta Utara,rumah_sakit,Sungai Bambu,,14330.0,OSM_Success
RSU Firdaus,Jakarta Utara,rumah_sakit,,,,Not_Found
RSU Gading Pluit,Jakarta Utara,rumah_sakit,Pegangsaan Dua,,14250.0,OSM_Success
RSU Mulyasari,Jakarta Utara,rumah_sakit,Tugu Utara,,14260.0,OSM_Success
RSU Pantai Indah Kapuk,Jakarta Utara,rumah_sakit,Kapuk Muara,,14460.0,OSM_Success
RSU Pekerja,Jakarta Utara,rumah_sakit,Sukapura,,14140.0,OSM_Success
RSU Pelabuhan Jakarta,Jakarta Utara,rumah_sakit,Tanjung Priok,,14310,OSM_Success_Recovered
RSU Pluit,Jakarta Utara,rumah_sakit,Pegangsaan Dua,,14250.0,OSM_Success
RSU Port Medical Center,Jakarta Utara,rumah_sakit,Tanjung Priok,,14310.0,OSM_Success
RSU Puri Medika,Jakarta Utara,rumah_sakit,,,,Not_Found
RSU Satya Negara,Jakarta Utara,rumah_sakit,,,,Not_Found
RSU Sukmul Sisma Medika,Kepulauan Seribu,rumah_sakit,,,,Not_Found
RSUD Kepulauan Seribu,Kepulauan Seribu,rumah_sakit,Pulau Panggang,Kepulauan Seribu,,OSM_Success
RS Darurat Pulau Sebaru,Kepulauan Seribu,rumah_sakit,,,,Not_Found
SMA Negeri 1,Jakarta Pusat,sma_smk,Pasar Baru,,10460.0,OSM_Success
SMA Negeri 2,Jakarta Pusat,sma_smk,Keagungan,,11130,OSM_Success_Recovered
SMA Negeri 3,Jakarta Selatan,sma_smk,Setiabudi,,12910.0,OSM_Success
SMA Negeri 4,Jakarta Pusat,sma_smk,Gambir,,10110.0,OSM_Success
SMA Negeri 5,Jakarta Pusat,sma_smk,Sumur Batu,,10640.0,OSM_Success
SMA Negeri 6,Jakarta Selatan,sma_smk,Kramat Pela,,12130.0,OSM_Success
SMA Negeri 7,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 8,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 9,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 10,Jakarta Pusat,sma_smk,Mangga Dua Selatan,,10730.0,OSM_Success
SMA Negeri 11,Jakarta Timur,sma_smk,Penggilingan,,13940.0,OSM_Success
SMA Negeri 12,Jakarta Timur,sma_smk,Klender,,13470.0,OSM_Success
SMA Negeri 13,Jakarta Utara,sma_smk,Rawa Badak Utara,,14230.0,OSM_Success
SMA Negeri 14,Jakarta Timur,sma_smk,Cililitan,,13640.0,OSM_Success
SMA Negeri 15,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 16,Jakarta Barat,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 17,Jakarta Barat,sma_smk,Taman Sari,,11150.0,OSM_Success
SMA Negeri 18,Jakarta Utara,sma_smk,Warakas,,14340.0,OSM_Success
SMA Negeri 19,Jakarta Barat,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 20,Jakarta Pusat,sma_smk,Pasar Baru,,10740.0,OSM_Success
SMA Negeri 21,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 22,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 23,Jakarta Barat,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 24,Jakarta Pusat,sma_smk,Gelora,,10270.0,OSM_Success
SMA Negeri 25,Jakarta Pusat,sma_smk,Petojo Utara,,10160.0,OSM_Success
SMA Negeri 26,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 27,Jakarta Pusat,sma_smk,Johar Baru,,10520.0,OSM_Success
SMA Negeri 28,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 29,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 30,Jakarta Pusat,sma_smk,Cempaka Putih Timur,,10570.0,OSM_Success
SMA Negeri 31,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 32,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 33,Jakarta Barat,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 34,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 35,Jakarta Pusat,sma_smk,Karet Tengsin,,10220.0,OSM_Success
SMA Negeri 36,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 37,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 38,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 39,Jakarta Timur,sma_smk,Kramat Jati,,13540.0,OSM_Success
SMA Negeri 40,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 41,Jakarta Utara,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 42,Jakarta Timur,sma_smk,Halim Perdana Kusuma,,13610.0,OSM_Success
SMA Negeri 43,Jakarta Selatan,sma_smk,Semper Barat,,14130.0,OSM_Success
SMA Negeri 44,Jakarta Timur,sma_smk,Pinang Ranti,,13560.0,OSM_Success
