name,wilayah,category,KELURAHAN_REF,KECAMATAN_REF,KODEPOS_REF,STATUS
SMK Purnama 2 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Purnama 3 Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Puspita Persada,Jakarta Selatan,sma_smk,Petukangan Utara,,12260.0,OSM_Success
SMK Putra Satria,Jakarta Selatan,sma_smk,Petukangan Utara,,12250.0,OSM_Success
SMK RPI Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Selagan Jaya,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Sumbangsih,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Tanjung Barat,Jakarta Selatan,sma_smk,Tanjung Barat,,12530.0,OSM_Success
SMK Tarakanita Jakarta,Jakarta Selatan,sma_smk,Petogogan,,12170.0,OSM_Success
SMK Teladan,Jakarta Selatan,sma_smk,Srengseng Sawah,,12640.0,OSM_Success
SMK Teladan Utama,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Tri Mulia Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Triguna 1956,Jakarta Selatan,sma_smk,Gunung,,12120.0,OSM_Success
SMK Trikarya,Jakarta Selatan,sma_smk,Kebayoran Lama Selatan,,12240.0,OSM_Success
SMK Tunas Grafika Informatika,Jakarta Selatan,sma_smk,Petukangan Utara,,12260.0,OSM_Success
SMK Tunas Pembangunan,Jakarta Selatan,sma_smk,Cipete Utara,,12150.0,OSM_Success
SMK Walisongo Jakarta,Jakarta Selatan,sma_smk,Kalibata,,12740.0,OSM_Success
SMK Wisata Indonesia,Jakarta Selatan,sma_smk,Kebagusan,,12530.0,OSM_Success
SMK Yanusa Jakarta,Jakarta Selatan,sma_smk,Pondok Pinang,,12310.0,OSM_Success
SMK Yapenap Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Yapimda,Jakarta Selatan,sma_smk,Pejaten Timur,,12530.0,OSM_Success
SMK Yapri Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Yasda,Jakarta Selatan,sma_smk,Menteng Dalam,,15920.0,OSM_Success
SMK Yaspen,Jakarta Selatan,sma_smk,Pasar Manggis,,12970.0,OSM_Success
SMK Yaspia,Jakarta Selatan,sma_smk,Ciganjur,,16431.0,OSM_Success
SMK YP Mulia,Jakarta Selatan,sma_smk,Kebayoran Lama Selatan,,12240.0,OSM_Success
SMK YPK Kesatuan Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK YPUI Jakarta,Jakarta Selatan,sma_smk,,,,Not_Found
SMK Adi Luhur Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Al Akhyar 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Al Akhyar 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Al Fathiyah Jakarta,Jakarta Timur,sma_smk,Bale Kambang,,13530,OSM_Success_Recovered
SMK Al Hadiriyah,Jakarta Timur,sma_smk,,,,Not_Found
SMK Al Wahyu Jakarta,Jakarta Timur,sma_smk,Cibubur,,13720,OSM_Success_Recovered
SMK Al Washliyah Jakarta,Jakarta Timur,sma_smk,Jati,,10710.0,OSM_Success
SMK Al Wathoniyah Jakarta,Jakarta Timur,sma_smk,Jatinegara,,13940,OSM_Success_Recovered
SMK Analis Kesehatan Ditkesad,Jakarta Timur,sma_smk,,,,Not_Found
SMK Analis Kesehatan Tunas Medika,Jakarta Timur,sma_smk,Cipayung,,13870.0,OSM_Success
SMK Angkasa 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Ankes Tunas Harapan,Jakarta Timur,sma_smk,,,,Not_Found
SMK Ar Raisiyah Husada,Jakarta Timur,sma_smk,,,,Not_Found
SMK As Saadah,Jakarta Timur,sma_smk,,,,Not_Found
SMK As Syafiiyah 2,Jakarta Timur,sma_smk,,,,Not_Found
SMK Atlantica Wisata Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Bhakti 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Bhakti Pertiwi Jakarta,Jakarta Timur,sma_smk,Cipinang Besar Utara,,13410,OSM_Success_Recovered
SMK Bhumi Husada,Jakarta Timur,sma_smk,Ciracas,,13740.0,OSM_Success
SMK Bina Citra Asia,Jakarta Timur,sma_smk,Kramat Jati,,13510.0,OSM_Success
SMK Bina Dharma,Jakarta Timur,sma_smk,Ciracas,,13740.0,OSM_Success
SMK Bina Karya Utama Jakarta,Jakarta Timur,sma_smk,Ujung Menteng,,13960.0,OSM_Success
SMK Bina Manajemen Jakarta,Jakarta Timur,sma_smk,Rawa Terate,,13920,OSM_Success_Recovered
SMK Bina Medika Jakarta,Jakarta Timur,sma_smk,Cilangkap,,13870.0,OSM_Success
SMK Bina Nusa Mandiri,Jakarta Timur,sma_smk,Kelapa Dua Wetan,,13840.0,OSM_Success
SMK Bina Pangudi Luhur Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Bina Pembangunan 1,Jakarta Timur,sma_smk,,,,Not_Found
SMK Bina Prestasi,Jakarta Timur,sma_smk,,,,Not_Found
SMK Bisnis Indonesia Jakarta,Jakarta Timur,sma_smk,Ujung Menteng,,13960.0,OSM_Success
SMK BPS&K 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK BPS&K 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Budaya Jakarta,Jakarta Timur,sma_smk,Klender,,13470.0,OSM_Success
SMK Budhi Warman 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Budhi Warman 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Budi Mulia Utama,Jakarta Timur,sma_smk,,,,Not_Found
SMK Budi Murni 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Budi Murni 3 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Budi Murni 4 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Budi Murni 5 Jakarta,Jakarta Timur,sma_smk,Cipayung,,13870.0,OSM_Success
SMK Cahaya Sakti Jakarta,Jakarta Timur,sma_smk,Bali Mester,,13930,OSM_Success_Recovered
SMK Caraka Nusantara,Jakarta Timur,sma_smk,Pulo Gebang,,13960.0,OSM_Success
SMK Cipta Karya Jakarta,Jakarta Timur,sma_smk,Kayu Manis,,13130.0,OSM_Success
SMK Citra Dharma Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Citra Mandiri Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Corpatarin 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Corpatarin 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Dewi Sartika,Jakarta Timur,sma_smk,Cipinang Cempedak,,13930.0,OSM_Success
SMK Dharma Paramitha,Jakarta Timur,sma_smk,,,,Not_Found
SMK Dharma Surya,Jakarta Timur,sma_smk,Cipinang Melayu,,17416.0,OSM_Success
SMK Dinamika Pembangunan 1 Jakarta,Jakarta Timur,sma_smk,Penggilingan,,13910.0,OSM_Success
SMK Dinamika Pembangunan 2 Jakarta,Jakarta Timur,sma_smk,Penggilingan,,13910.0,OSM_Success
SMK Diponegoro 1 Jakarta,Jakarta Timur,sma_smk,Rawamangun,,13220,OSM_Success_Recovered
SMK Era Pembangunan Umat Jakarta,Jakarta Timur,sma_smk,Kelapa Dua Wetan,,13840.0,OSM_Success
SMK Farmasi Ikifa,Jakarta Timur,sma_smk,Klender,,13450.0,OSM_Success
SMK Fensensius Jakarta,Jakarta Timur,sma_smk,Jati,,13260.0,OSM_Success
SMK Fransiskus 1 Jakarta,Jakarta Timur,sma_smk,Kayu Putih,,13210.0,OSM_Success
SMK Garuda Jakarta,Jakarta Timur,sma_smk,Jatinegara Kaum,,13250.0,OSM_Success
SMK Gita Wisata,Jakarta Timur,sma_smk,Ujung Menteng,,13960.0,OSM_Success
SMK Global Cendekia,Jakarta Timur,sma_smk,Sungai Bambu,,14330,OSM_Success_Recovered
SMK Gutama Jakarta,Jakarta Timur,sma_smk,Kebon Pala,,13240.0,OSM_Success
SMK Harapan 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Hatawana,Jakarta Timur,sma_smk,Cipinang Besar Selatan,,13410.0,OSM_Success
SMK IMTAQ Darurrahim Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Insan Mulia Informatika,Jakarta Timur,sma_smk,,,,Not_Found
SMK Insan Teknologi Jakarta,Jakarta Timur,sma_smk,Cibubur,,13730.0,OSM_Success
SMK IPTEK Jakarta,Jakarta Timur,sma_smk,Pulo Gebang,,41581.0,OSM_Success
SMK Islam Al Makiyah,Jakarta Timur,sma_smk,Lubang Buaya,,13810.0,OSM_Success
SMK Islam Malahayati,Jakarta Timur,sma_smk,Cijantung,,13770.0,OSM_Success
SMK Islam PB Soedirman 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Islam PB Soedirman 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK IT Assalaamah,Jakarta Timur,sma_smk,,,,Not_Found
SMK Jakarta 1,Jakarta Timur,sma_smk,Pondok Kopi,,13460.0,OSM_Success
SMK Jakarta Raya 1,Jakarta Timur,sma_smk,Kramat Jati,,13640.0,OSM_Success
SMK Jakarta Raya 2,Jakarta Timur,sma_smk,Lubang Buaya,,13810.0,OSM_Success
SMK Jakarta Timur 1,Jakarta Timur,sma_smk,Cipinang Cempedak,,13340.0,OSM_Success
SMK Jakarta Timur 2,Jakarta Timur,sma_smk,Cakung Timur,,13910.0,OSM_Success
SMK Jayawisata 2 Jakarta,Jakarta Timur,sma_smk,Cipinang Melayu,,13430.0,OSM_Success
SMK Kalpataru Cakung Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Karya Dharma 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Karya Ekopin,Jakarta Timur,sma_smk,,,,Not_Found
SMK Karya Wijaya Kusuma Jakarta,Jakarta Timur,sma_smk,Grogol Petamburan,,11460,OSM_Success_Recovered
SMK Kawula Indonesia,Jakarta Timur,sma_smk,Pondok Kelapa,,13440.0,OSM_Success
SMK Kawula Jakarta,Jakarta Timur,sma_smk,Rambutan,,13740.0,OSM_Success
SMK Kemala Bhayangkari 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Kesdam Jaya,Jakarta Timur,sma_smk,,,,Not_Found
SMK L`pina Jakarta,Jakarta Timur,sma_smk,Jatinegara Kaum,,13470,OSM_Success_Recovered
SMK Laboratorium Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Mahadhika 1 Jakarta,Jakarta Timur,sma_smk,Ciracas,,13840.0,OSM_Success
SMK Mahadhika 2 Jakarta,Jakarta Timur,sma_smk,Dukuh,,13830.0,OSM_Success
SMK Mahadhika 3 Jakarta,Jakarta Timur,sma_smk,Rambutan,,13830.0,OSM_Success
SMK Mahadhika 4 Jakarta,Jakarta Timur,sma_smk,Ceger,,13820.0,OSM_Success
SMK Malaka Jakarta,Jakarta Timur,sma_smk,Malaka Jaya,,13460.0,OSM_Success
SMK Mandala Tiara Bangsa,Jakarta Timur,sma_smk,,,,Not_Found
SMK Mardhika,Jakarta Timur,sma_smk,Kramat Jati,,13640.0,OSM_Success
SMK Mardi Bakti Jakarta,Jakarta Timur,sma_smk,Cijantung,,13770.0,OSM_Success
SMK Medical High School,Jakarta Timur,sma_smk,,,,Not_Found
SMK Mercusuar,Jakarta Timur,sma_smk,Ujung Menteng,,13960.0,OSM_Success
SMK Mitra Kencana Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Muara Indonesia Jakarta,Jakarta Timur,sma_smk,Cipinang Muara,,13470,OSM_Success_Recovered
SMK Muhammadiyah 6 Jakarta,Jakarta Timur,sma_smk,Kayu Manis,,13130.0,OSM_Success
SMK Multimedia Nusantara,Jakarta Timur,sma_smk,,,,Not_Found
SMK Nasional Alfan,Jakarta Timur,sma_smk,,,,Not_Found
SMK Nurul Huda,Jakarta Timur,sma_smk,Cakung Barat,,13910.0,OSM_Success
SMK Nurul Iman Jakarta,Jakarta Timur,sma_smk,Pisangan Baru,,13350.0,OSM_Success
SMK Nurul Islam Jakarta,Jakarta Timur,sma_smk,Duren Sawit,,13460,OSM_Success_Recovered
SMK Nusantara Wisata Respati,Jakarta Timur,sma_smk,,,,Not_Found
SMK Otomindo,Jakarta Timur,sma_smk,Kelapa Dua Wetan,,13850.0,OSM_Success
SMK Pancasila Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Pandawa,Jakarta Timur,sma_smk,Cipinang Muara,,13420.0,OSM_Success
SMK Pangudi Rahayu I Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Pangudi Rahayu II Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Paramitha 2 Jakarta,Jakarta Timur,sma_smk,Taman Sari,,11160,OSM_Success_Recovered
SMK Paramitha Jakarta,Jakarta Timur,sma_smk,Taman Sari,,11160,OSM_Success_Recovered
SMK Paskita Global,Jakarta Timur,sma_smk,Cijantung,,13770.0,OSM_Success
SMK Pelayaran Bimasakti Jakarta,Jakarta Timur,sma_smk,Cipinang Besar Selatan,,13410.0,OSM_Success
SMK Pelayaran Dewaruci,Jakarta Timur,sma_smk,,,,Not_Found
SMK Pelayaran Pembangunan Jakarta,Jakarta Timur,sma_smk,Rambutan,,13830.0,OSM_Success
SMK Pelita Tiga No 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Pembangunan,Jakarta Timur,sma_smk,Utan Kayu Utara,,13120.0,OSM_Success
SMK Perbankan Nasional Jakarta,Jakarta Timur,sma_smk,Ujung Menteng,,13960,OSM_Success_Recovered
SMK Perdana Kusuma,Jakarta Timur,sma_smk,Halim Perdana Kusuma,,13620.0,OSM_Success
SMK Perguruan Rakyat 2,Jakarta Timur,sma_smk,Pondok Kelapa,,17412.0,OSM_Success
SMK Pertiwi Jakarta,Jakarta Timur,sma_smk,Gedong,,13760.0,OSM_Success
SMK Petri Jaya,Jakarta Timur,sma_smk,Pondok Kelapa,,17416.0,OSM_Success
SMK PGRI 1 Jakarta,Jakarta Timur,sma_smk,Makasar,,13650.0,OSM_Success
SMK PGRI 16 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK PGRI 20 Jakarta,Jakarta Timur,sma_smk,Cibubur,,13720.0,OSM_Success
SMK PGRI 28 Jakarta,Jakarta Timur,sma_smk,Gedong,,13760.0,OSM_Success
SMK PGRI 39 Jakarta,Jakarta Timur,sma_smk,Penggilingan,,13940.0,OSM_Success
SMK PGRI 8 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK PKP 1 Jakarta,Jakarta Timur,sma_smk,Kelapa Dua Wetan,,13730,OSM_Success_Recovered
SMK Prestasi Agung,Jakarta Timur,sma_smk,,,,Not_Found
SMK Prestasi Prima,Jakarta Timur,sma_smk,Cipayung,,13870.0,OSM_Success
SMK Pusaka 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Rahayu Mulyo,Jakarta Timur,sma_smk,Batu Ampar,,13540.0,OSM_Success
SMK Respati 1,Jakarta Timur,sma_smk,Tengah,,13540.0,OSM_Success
SMK Respati 2 Jakarta,Jakarta Timur,sma_smk,Tengah,,13540,OSM_Success_Recovered
SMK Ristek Jaya Jakarta,Jakarta Timur,sma_smk,Ujung Menteng,,13960.0,OSM_Success
SMK Ristek Kikin Jakarta,Jakarta Timur,sma_smk,Penggilingan,,13940.0,OSM_Success
SMK Sahid Jakarta,Jakarta Timur,sma_smk,Susukan,,13740.0,OSM_Success
SMK Santa Lucia,Jakarta Timur,sma_smk,Rawamangun,,13220.0,OSM_Success
SMK Satya Bhakti 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Satya Bhakti 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Sriwijaya Jakarta,Jakarta Timur,sma_smk,Jatinegara,,13940.0,OSM_Success
SMK St Bonaventura Jakarta,Jakarta Timur,sma_smk,Duren Sawit,,13470,OSM_Success_Recovered
SMK Swadaya Global School,Jakarta Timur,sma_smk,Duren Sawit,,13440.0,OSM_Success
SMK T Kapin Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Teknik 10 Nopember,Jakarta Timur,sma_smk,Kramat Jati,,13640.0,OSM_Success
SMK Teratai Putih Jakarta,Jakarta Timur,sma_smk,Malaka Jaya,,13940.0,OSM_Success
SMK Tirta Sari Surya,Jakarta Timur,sma_smk,Utan Kayu Utara,,13120.0,OSM_Success
SMK Trampil Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Tri Sastra 1 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Tri Sastra 2 Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Tunas Markatin,Jakarta Timur,sma_smk,Rawamangun,,13220.0,OSM_Success
SMK Uswatun Hasanah,Jakarta Timur,sma_smk,Pinang Ranti,,13560.0,OSM_Success
SMK Wawasan Nusantara Jakarta,Jakarta Timur,sma_smk,Penggilingan,,13940.0,OSM_Success
SMK Widya Manggala Jakarta,Jakarta Timur,sma_smk,Rambutan,,13830,OSM_Success_Recovered
SMK Yamas Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK Yaspia 17,Jakarta Timur,sma_smk,,,,Not_Found
SMK YP Darul Mukminin,Jakarta Timur,sma_smk,,,,Not_Found
SMK YP IPPI Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
SMK YPIA Al Falah Jakarta,Jakarta Timur,sma_smk,,,,Not_Found
MAK Unggulan Informatika,Jakarta Selatan,sma_smk,,,,Not_Found
Taman Suropati,Jakarta Pusat,taman,Menteng,,10310.0,OSM_Success
Taman Jalan Layang Non Tol Tanah Abang,Jakarta Pusat,taman,,,,Not_Found
Taman Menteng,Jakarta Pusat,taman,Menteng,,10310.0,OSM_Success
Taman Mangrove Muara Angke,Jakarta Utara,taman,,,,Not_Found
Taman Waduk Pluit,Jakarta Utara,taman,Pluit,,14350.0,OSM_Success
Taman Waduk Ria Rio,Jakarta Timur,taman,Kayu Putih,,,OSM_Success
Taman Sunter,Jakarta Utara,taman,Sunter Agung,,14350.0,OSM_Success
Taman Aheme,Jakarta Selatan,taman,Duren Sawit,,13450,OSM_Success_Recovered
Taman Bendera Pusaka,Jakarta Selatan,taman,Kramat Pela,,,OSM_Success
Taman Mahakam,Jakarta Selatan,taman,Kramat Pela,,,OSM_Success
Taman Mataram,Jakarta Selatan,taman,Selong,,,OSM_Success
Taman Jagakarsa,Jakarta Selatan,taman,Jagakarsa,,,OSM_Success
Taman Literasi Martha Christina Tiahahu,Jakarta Selatan,taman,,,,Not_Found
Taman Semanggi,Jakarta Selatan,taman,Setiabudi,,,OSM_Success
RPTRA Bahari,Jakarta Selatan,taman,Gandaria Selatan,,,OSM_Success
RPTRA Sungai Bambu,Jakarta Utara,taman,Sungai Bambu,,14330.0,OSM_Success
RPTRA Jatinegara,Jakarta Timur,taman,Jatinegara,,,OSM_Success
RPTRA Meruya Utara,Jakarta Barat,taman,Meruya Utara,,,OSM_Success
RPTRA Meruya Selatan,Jakarta Barat,taman,Meruya Selatan,,,OSM_Success
RPTRA Kembangan Selatan,Jakarta Barat,taman,Kembangan Selatan,,,OSM_Success
RPTRA Cipinang Besar Utara,Jakarta Timur,taman,Cipinang Besar Utara,,,OSM_Success
RPTRA Rusun Pulo Gebang,Jakarta Timur,taman,,,,Not_Found
RPTRA Karet Tengsin,Jakarta Pusat,taman,Karet Tengsin,,10220.0,OSM_Success
RPTRA Amir Hamzah,Jakarta Pusat,taman,Pegangsaan,,10320.0,OSM_Success
RPTRA Borobudur,Jakarta Pusat,taman,Pegangsaan,,10320.0,OSM_Success
RPTRA Krendang,Jakarta Barat,taman,Krendang,,,OSM_Success
Taman Hutan Kota Penjaringan,Jakarta Utara,taman,Pejagalan,,14450.0,OSM_Success
RPTRA Sunter Jaya,Jakarta Utara,taman,Sunter Jaya,,14350.0,OSM_Success
Taman Situ Lembang,Jakarta Pusat,taman,Menteng,,10310.0,OSM_Success
RPTRA Pulo Gundul,Jakarta Pusat,taman,Tanah Tinggi,,,OSM_Success
RPTRA Rasamala,Jakarta Selatan,taman,Menteng Dalam,,,OSM_Success
RPTRA Cililitan,Jakarta Timur,taman,Cililitan,,,OSM_Success
RPTRA Rawa Badak Utara,Jakarta Utara,taman,Rawa Badak Utara,,14230.0,OSM_Success
RPTRA Manunggal,Jakarta Barat,taman,Petukangan Selatan,,,OSM_Success_Recovered
RPTRA Melati Duri Pulo,Jakarta Pusat,taman,Duri Pulo,,10140.0,OSM_Success
RPTRA Ciganjur Berseri,Jakarta Selatan,taman,,,,Not_Found
RPTRA Kampung Perigi,Jakarta Selatan,taman,Kebayoran Lama Selatan,,,OSM_Success
Taman Nasional Kepulauan Seribu,Kepulauan Seribu,tempat_wisata,Paseban,,10430,OSM_Success_Recovered
Discovery Pulau Seribu,Kepulauan Seribu,tempat_wisata,,,,Not_Found
Pulau Ayer,Kepulauan Seribu,tempat_wisata,,Kepulauan Seribu,,OSM_Success
Pulau Seribu,Kepulauan Seribu,tempat_wisata,Pulau Kelapa,Kepulauan Seribu,,OSM_Success
Pulau Harapan,Kepulauan Seribu,tempat_wisata,Pulau Harapan,Kepulauan Seribu,,OSM_Success
Pulau Untung Jawa,Kepulauan Seribu,tempat_wisata,Pulau Untung Jawa,Kepulauan Seribu,,OSM_Success
Pulau Semak Daun,Kepulauan Seribu,tempat_wisata,,,,Not_Found
Pulau Bira,Kepulauan Seribu,tempat_wisata,,Kepulauan Seribu,,OSM_Success
Pulau Bidadari,Kepulauan Seribu,tempat_wisata,Pulau Untung Jawa,Kepulauan Seribu,,OSM_Success
Pulau Tidung,Kepulauan Seribu,tempat_wisata,Kepulauan Seribu Selatan,Kepulauan Seribu,14520.0,OSM_Success
Pulau Onrust,Kepulauan Seribu,tempat_wisata,,Kepulauan Seribu,,OSM_Success
Pulau Kotok,Kepulauan Seribu,tempat_wisata,,Kepulauan Seribu,,OSM_Success
Pulau Pramuka,Kepulauan Seribu,tempat_wisata,Kepulauan Seribu Utara,Kepulauan Seribu,,OSM_Success
Pantai Bukit Matahari,Kepulauan Seribu,tempat_wisata,,,,Not_Found
Pantai Pasir Perawan,Kepulauan Seribu,tempat_wisata,Pulau Pari,Kepulauan Seribu,,OSM_Success
Pantai Anyer,Kepulauan Seribu,tempat_wisata,,,,Not_Found
Penangkaran penyu sisik,Kepulauan Seribu,tempat_wisata,,,,Not_Found
Penangkaran Hiu [ 1 ],Kepulauan Seribu,tempat_wisata,,,,Not_Found
Museum Fatahillah,Jakarta Barat,tempat_wisata,Pinangsia,,11110.0,OSM_Success
Taman Tomang (Taman Cattleya),Jakarta Barat,tempat_wisata,,,,Not_Found
Hutan Kota Srengseng,Jakarta Barat,tempat_wisata,Srengseng,,,OSM_Success
Museum Wayang,Jakarta Barat,tempat_wisata,Pinangsia,,11110.0,OSM_Success
Jakarta Aquarium,Jakarta Barat,tempat_wisata,Tanjung Duren Selatan,,11470.0,OSM_Success
Museum Seni Rupa dan Keramik,Jakarta Barat,tempat_wisata,Pinangsia,,11110.0,OSM_Success
Museum Tekstil,Jakarta Barat,tempat_wisata,Kota Bambu Selatan,,10230.0,OSM_Success
Kerta Niaga Kota Tua,Jakarta Barat,tempat_wisata,,,,Not_Found
Museum Mandiri,Jakarta Barat,tempat_wisata,Pinangsia,,11110.0,OSM_Success
Pasar Glodok,Jakarta Barat,tempat_wisata,Pinangsia,,11120.0,OSM_Success
China Town,Jakarta Barat,tempat_wisata,Pinangsia,,11110.0,OSM_Success
Slipi Jaya Plaza Slipi,Jakarta Barat,tempat_wisata,Kemanggisan,,11480.0,OSM_Success
ITC Roxy Square,Jakarta Barat,tempat_wisata,,,,Not_Found
Mall Taman Anggrek,Jakarta Barat,tempat_wisata,Tanjung Duren Selatan,,11470.0,OSM_Success
Mall Puri Indah,Jakarta Barat,tempat_wisata,Kembangan Selatan,,11610.0,OSM_Success
Mall Daan Mogot,Jakarta Barat,tempat_wisata,Kalideres,,11840.0,OSM_Success
Mall Ciputra Jakarta (d/h Citraland Mall),Jakarta Barat,tempat_wisata,,,,Not_Found
Lokasari Plaza,Jakarta Barat,tempat_wisata,,,,Not_Found
Lindeteves Trade Center (LTC-Glodok),Jakarta Barat,tempat_wisata,,,,Not_Found
Taman Kali Jodo,Jakarta Barat,tempat_wisata,,,,Not_Found
Hayam Wuruk Lindeteves,Jakarta Barat,tempat_wisata,,,,Not_Found
Harco Glodok Taman Sari,Jakarta Barat,tempat_wisata,Mangga Besar,,11120.0,OSM_Success
Glodok Plaza,Jakarta Barat,tempat_wisata,Mangga Besar,,11180.0,OSM_Success
Monumen Selamat Datang,Jakarta Pusat,tempat_wisata,Menteng,,10310.0,OSM_Success
Monumen Proklamasi,Jakarta Pusat,tempat_wisata,,,,Not_Found
Taman Suropati,Jakarta Pusat,tempat_wisata,Menteng,,10310.0,OSM_Success
Masjid Istiqlal,Jakarta Pusat,tempat_wisata,Pasar Baru,,10110.0,OSM_Success
Wisata Kuliner Pecenongan,Jakarta Pusat,tempat_wisata,,,,Not_Found
Taman Menteng,Jakarta Pusat,tempat_wisata,Menteng,,10310.0,OSM_Success
Taman Ismail Marzuki,Jakarta Pusat,tempat_wisata,Cikini,,10330.0,OSM_Success
Taman Lapangan Banteng,Jakarta Pusat,tempat_wisata,Pasar Baru,,10710.0,OSM_Success
Kawasan Kota Tua,Jakarta Pusat,tempat_wisata,,,,Not_Found
Museum Sumpah Pemuda,Jakarta Pusat,tempat_wisata,Kwitang,,10420.0,OSM_Success
Museum Prasasti,Jakarta Pusat,tempat_wisata,Petojo Selatan,,10320.0,OSM_Success
Pasar Tanah Abang Blok A,Jakarta Pusat,tempat_wisata,,,,Not_Found
Museum Gedung Mohammad Hoesni Thamrin,Jakarta Pusat,tempat_wisata,,,,Not_Found
Monumen Nasional atau lebih dikenal Monas,Jakarta Pusat,tempat_wisata,,,,Not_Found
Museum Nasional Republik Indonesia atau Museum Gajah,Jakarta Pusat,tempat_wisata,,,,Not_Found
Museum Gajah,Jakarta Pusat,tempat_wisata,,,,Not_Found
Museum Adam Malik,Jakarta Pusat,tempat_wisata,,,,Not_Found
Museum Prangko Indonesia,Jakarta Pusat,tempat_wisata,,,,Not_Found
Taman Prasasti,Jakarta Pusat,tempat_wisata,Petojo Selatan,,10320.0,OSM_Success
Gedung Joang '45,Jakarta Pusat,tempat_wisata,Kebon Sirih,,10340.0,OSM_Success
Planetarium Menteng,Jakarta Pusat,tempat_wisata,Cikini,,10330.0,OSM_Success
Museum Bank Indonesia,Jakarta Pusat,tempat_wisata,Pinangsia,,11110,OSM_Success_Recovered
Grand Indonesia Shopping Town,Jakarta Pusat,tempat_wisata,Menteng,,10350.0,OSM_Success
Sarinah Plaza,Jakarta Pusat,tempat_wisata,,,,Not_Found
Thamrin City,Jakarta Pusat,tempat_wisata,Kebon Melati,,10230.0,OSM_Success
Pusat Pertokoan Duta Merlin Gambir,Jakarta Pusat,tempat_wisata,,,,Not_Found
Senayan City,Jakarta Pusat,tempat_wisata,Gelora,,10270.0,OSM_Success
Lifestyle X'nter,Jakarta Pusat,tempat_wisata,,,,Not_Found
ITC Roxy Mas,Jakarta Pusat,tempat_wisata,Cideng,,10150.0,OSM_Success
Harco Manggua Dua,Jakarta Pusat,tempat_wisata,,,,Not_Found
Harco Mas Mangga Dua,Jakarta Pusat,tempat_wisata,,,,Not_Found
